n_samples,eps,precision,recall,f1
5,1.7000000000000002,0.8675875252505749,0.4857456140350877,0.5592821682737038
5,1.8000000000000003,0.8676751768737034,0.5109649122807017,0.5823664866298115
5,1.9000000000000001,0.8588637622765046,0.53125,0.5968394072211303
5,2.0,0.8514731854625203,0.5389254385964912,0.6053869432926604
5,2.1,0.8414326033783589,0.5476973684210527,0.6019373102364575
5,2.2,0.8387040951255185,0.5679824561403509,0.6185468479486069
5,2.3000000000000003,0.8199029576289519,0.5712719298245614,0.6146809562349846
5,2.4000000000000004,0.8182766652207836,0.5866228070175439,0.6258401342190205
5,2.5000000000000004,0.853803954778906,0.5855263157894737,0.6237202745007129
5,2.6,0.8519360582867498,0.575109649122807,0.6131786969992992
5,2.7,0.8584466067128604,0.5773026315789473,0.6118034757916773
5,2.8000000000000003,0.8560486809695109,0.5701754385964912,0.600844190842235
5,2.9000000000000004,0.8013314908717332,0.5542763157894737,0.5851100131709708
5,3.0000000000000004,0.8008598645029191,0.5542763157894737,0.5821542639408029
5,3.1,0.784548367236525,0.5060307017543859,0.512946538910331
5,3.2,0.7197100800815971,0.4786184210526316,0.47176234116708154
5,3.3000000000000003,0.6666562425076357,0.47423245614035087,0.46148606617257415
5,3.4000000000000004,0.7129816387211476,0.46271929824561403,0.445428711972628
5,3.5000000000000004,0.7092719301402572,0.46326754385964913,0.44582049512216404
5,3.6,0.6823409442495858,0.45668859649122806,0.43444859389381313
5,3.7,0.5382567446548809,0.4440789473684211,0.4091634694586173
5,3.8000000000000003,0.5312098439049854,0.4276315789473684,0.38746893010224387
5,3.9000000000000004,0.45027319585412934,0.3514254385964912,0.31894693380439
6,0.1,0.15789473684210525,0.11403508771929824,0.13217925806806657
6,0.2,0.2631578947368421,0.19188596491228072,0.20486555258704653
6,0.30000000000000004,0.2631578947368421,0.19901315789473684,0.20885865354078123
6,0.4,0.2631578947368421,0.20230263157894737,0.21062930841062505
6,0.5,0.2631578947368421,0.20778508771929824,0.21360698027584268
6,0.6,0.2631578947368421,0.20942982456140352,0.21446645676410142
6,0.7000000000000001,0.2631578947368421,0.21107456140350878,0.21666220369169692
6,0.8,0.3157894736842105,0.21217105263157895,0.21881043140383438
6,0.9,0.42105263157894735,0.22478070175438597,0.2414288743299272
6,1.0,0.5263157894736842,0.24451754385964913,0.27358439997671885
6,1.1,0.5765550239234449,0.26480263157894735,0.30499798589621013
6,1.2000000000000002,0.6788124156545209,0.3031798245614035,0.360954840175437
6,1.3000000000000003,0.6797312430011199,0.3256578947368421,0.3890025210714367
6,1.4000000000000001,0.6643540669856459,0.34923245614035087,0.4199266640681137
6,1.5000000000000002,0.6664859641266175,0.38377192982456143,0.45273020528558644
6,1.6,0.7633938010477763,0.4067982456140351,0.47752777761425397
6,1.7000000000000002,0.8160020611014436,0.4342105263157895,0.5080298490398669
6,1.8000000000000003,0.815043597926335,0.4555921052631579,0.5289831650842333
6,1.9000000000000001,0.8063093557322848,0.4720394736842105,0.5358410895508251
6,2.0,0.8508783721540693,0.4868421052631579,0.5504864513354938
6,2.1,0.786479322506009,0.4961622807017544,0.5490139760609687
6,2.2,0.7844346983891782,0.5213815789473685,0.5704014662191458
6,2.3000000000000003,0.7683098306080982,0.5290570175438597,0.576001360204947
6,2.4000000000000004,0.7686230501627201,0.5427631578947368,0.5810006974570101
6,2.5000000000000004,0.8519929698558429,0.5493421052631579,0.5907875291789993
6,2.6,0.8510782189956179,0.5317982456140351,0.5747853155662558
6,2.7,0.8570320855614972,0.5356359649122807,0.5751795009210893
6,2.8000000000000003,0.8542292756298879,0.5350877192982456,0.5709350290419587
6,2.9000000000000004,0.8000254284883489,0.5361842105263158,0.5693056508556235
6,3.0000000000000004,0.8007415486130656,0.5460526315789473,0.5752257986918147
6,3.1,0.7845646924911729,0.4994517543859649,0.5039168614674459
6,3.2,0.7197253887659075,0.4725877192982456,0.46331959192478234
6,3.3000000000000003,0.6667133103613138,0.46655701754385964,0.45181327826761314
6,3.4000000000000004,0.6604054596134659,0.4555921052631579,0.43567410196134204
6,3.5000000000000004,0.6566811543809781,0.45230263157894735,0.431377555980428
6,3.6,0.629782691031401,0.4479166666666667,0.423139094921871
6,3.7,0.5382680170631958,0.44024122807017546,0.4050408235281491
6,3.8000000000000003,0.5312734069629563,0.42598684210526316,0.38558508083728354
6,3.9000000000000004,0.5029673964979586,0.35252192982456143,0.32390717919713535
7,0.1,0.15789473684210525,0.1118421052631579,0.1307638064228805
7,0.2,0.21052631578947367,0.1875,0.19800603725672822
7,0.30000000000000004,0.21052631578947367,0.19462719298245615,0.20204220859235789
7,0.4,0.21052631578947367,0.19846491228070176,0.20411661703472317
7,0.5,0.21052631578947367,0.20449561403508773,0.2074150298114464
7,0.6,0.21052631578947367,0.20614035087719298,0.20827450629970512
7,0.7000000000000001,0.2631578947368421,0.21107456140350878,0.21666220369169692
7,0.8,0.2631578947368421,0.21107456140350878,0.21666220369169692
7,0.9,0.3157894736842105,0.21326754385964913,0.22087273000748645
7,1.0,0.42105263157894735,0.22642543859649122,0.24399985330893387
7,1.1,0.5210526315789473,0.24013157894736842,0.26757960148984544
7,1.2000000000000002,0.671826625386997,0.2631578947368421,0.30698115796683945
7,1.3000000000000003,0.6774193548387096,0.2878289473684211,0.3415063333686978
7,1.4000000000000001,0.6616838980181775,0.3125,0.374891526698158
7,1.5000000000000002,0.6638023630504832,0.34155701754385964,0.407665312890234
7,1.6,0.6562243686495111,0.3574561403508772,0.4209448907206079
7,1.7000000000000002,0.7640472027399592,0.3930921052631579,0.4577070126141192
7,1.8000000000000003,0.7644710377704235,0.4133771929824561,0.4790639312479819
7,1.9000000000000001,0.7542528730621949,0.4276315789473684,0.4897856339720209
7,2.0,0.7462274780179389,0.4380482456140351,0.5003485669672559
7,2.1,0.6868878398120332,0.4369517543859649,0.4901667167831523
7,2.2,0.7336560670511745,0.4594298245614035,0.5118705448004097
7,2.3000000000000003,0.7764756638312479,0.4780701754385965,0.5255376353272923
7,2.4000000000000004,0.7414341564299743,0.4956140350877193,0.5385358951265531
7,2.5000000000000004,0.7849639024584903,0.5021929824561403,0.5401930979082831
7,2.6,0.8352718621968597,0.4868421052631579,0.5273875876705448
7,2.7,0.8492795502789101,0.4928728070175439,0.5287827803172005
7,2.8000000000000003,0.8565832195125328,0.5016447368421053,0.5334754116455717
7,2.9000000000000004,0.8008577418298422,0.5,0.5362798189898216
7,3.0000000000000004,0.7958856588887548,0.5137061403508771,0.5455178434629344
7,3.1,0.786375565779227,0.48464912280701755,0.4840482717188424
7,3.2,0.7198498160117415,0.4643640350877193,0.4536725837542273
7,3.3000000000000003,0.6667133103613138,0.45668859649122806,0.43824689273657913
7,3.4000000000000004,0.6607634220457019,0.45285087719298245,0.4328422250996928
7,3.5000000000000004,0.6565739081648103,0.44846491228070173,0.4270620286261722
7,3.6,0.629673188889781,0.44243421052631576,0.41668095401153993
7,3.7,0.5383741673215358,0.43256578947368424,0.39565574310217155
7,3.8000000000000003,0.531478118729912,0.4166666666666667,0.37424427348629774
7,3.9000000000000004,0.5029779831577087,0.34868421052631576,0.3183820420694246
8,0.1,0.15789473684210525,0.09758771929824561,0.1201236360111578
8,0.2,0.21052631578947367,0.17982456140350878,0.1934864606514251
8,0.30000000000000004,0.21052631578947367,0.19188596491228072,0.200491084512126
8,0.4,0.21052631578947367,0.19791666666666666,0.20382917639420964
8,0.5,0.21052631578947367,0.20449561403508773,0.2074150298114464
8,0.6,0.21052631578947367,0.20559210526315788,0.2079808340196152
8,0.7000000000000001,0.2631578947368421,0.21107456140350878,0.21666220369169692
8,0.8,0.2631578947368421,0.21107456140350878,0.21666220369169692
8,0.9,0.2631578947368421,0.21107456140350878,0.21666220369169692
8,1.0,0.3684210526315789,0.22094298245614036,0.23406936671509077
8,1.1,0.47368421052631576,0.23026315789473684,0.251153660156149
8,1.2000000000000002,0.4631578947368421,0.23793859649122806,0.2633717908536619
8,1.3000000000000003,0.6741854636591479,0.2637061403508772,0.30714068486629
8,1.4000000000000001,0.6586575133485888,0.28399122807017546,0.3377318553768156
8,1.5000000000000002,0.6613978127136021,0.31140350877192985,0.3720881257321084
8,1.6,0.6555496048168525,0.3360745614035088,0.39945724390373155
8,1.7000000000000002,0.6583522636378177,0.3519736842105263,0.4145874393630067
8,1.8000000000000003,0.6590481459582198,0.3706140350877193,0.4316654188386532
8,1.9000000000000001,0.7091692604550154,0.38980263157894735,0.45232085611479367
8,2.0,0.6929041823094765,0.3996710526315789,0.4592343099226818
8,2.1,0.6872611344333318,0.41228070175438597,0.4648604653775287
8,2.2,0.6849768839326322,0.4199561403508772,0.47226201266790097
8,2.3000000000000003,0.6686170863374756,0.43585526315789475,0.4832853086201941
8,2.4000000000000004,0.6920590951061865,0.4621710526315789,0.5078364603294621
8,2.5000000000000004,0.6260730637048229,0.46984649122807015,0.5077129822605796
8,2.6,0.6743292497721981,0.45339912280701755,0.4888832473003102
8,2.7,0.8048131349214941,0.4588815789473684,0.48900086533877996
8,2.8000000000000003,0.8189720105981607,0.46710526315789475,0.4963131302290352
8,2.9000000000000004,0.803202424675167,0.4649122807017544,0.4984704228859671
8,3.0000000000000004,0.7970506410705996,0.48081140350877194,0.5114354172557685
8,3.1,0.7769607428026937,0.46875,0.47129876310437746
8,3.2,0.7044590664104656,0.45723684210526316,0.44550724532227054
8,3.3000000000000003,0.6474051774012276,0.45230263157894735,0.43760033489413896
8,3.4000000000000004,0.6082196878891374,0.4276315789473684,0.39716038303988144
8,3.5000000000000004,0.6043257667783148,0.43475877192982454,0.40961135774729185
8,3.6,0.629673188889781,0.43256578947368424,0.4053131014746082
8,3.7,0.5384547526588898,0.4205043859649123,0.3815762986046973
8,3.8000000000000003,0.5317554961689174,0.4100877192982456,0.3678920225431751
8,3.9000000000000004,0.5029939447505694,0.33771929824561403,0.3053503296510276
9,0.1,0.15789473684210525,0.08717105263157894,0.11062200956937798
9,0.2,0.21052631578947367,0.16885964912280702,0.1864916665907534
9,0.30000000000000004,0.21052631578947367,0.18640350877192982,0.19711184990876365
9,0.4,0.21052631578947367,0.1924342105263158,0.20077613456276616
9,0.5,0.21052631578947367,0.19572368421052633,0.20255724055902466
9,0.6,0.21052631578947367,0.20339912280701755,0.2067736949235549
9,0.7000000000000001,0.21052631578947367,0.20614035087719298,0.20827450629970512
9,0.8,0.21052631578947367,0.20668859649122806,0.2085650376997941
9,0.9,0.21052631578947367,0.20668859649122806,0.2085650376997941
9,1.0,0.21052631578947367,0.20723684210526316,0.20885247834030765
9,1.1,0.3157894736842105,0.21765350877192982,0.22780552132512819
9,1.2000000000000002,0.4631578947368421,0.23410087719298245,0.25671140524590785
9,1.3000000000000003,0.5684210526315789,0.2461622807017544,0.27741907289414375
9,1.4000000000000001,0.6549707602339182,0.25877192982456143,0.30131548258235985
9,1.5000000000000002,0.6587222773915922,0.27905701754385964,0.32555734979067
9,1.6,0.6506949848476221,0.30756578947368424,0.36519662892222177
9,1.7000000000000002,0.6572465581977471,0.33771929824561403,0.3981001034621676
9,1.8000000000000003,0.6582053848128484,0.3503289473684211,0.4098393304950302
9,1.9000000000000001,0.6564355041072443,0.3656798245614035,0.423868724219647
9,2.0,0.6951003384111616,0.37225877192982454,0.43251415599124715
9,2.1,0.6891743592746692,0.3832236842105263,0.4399140463333232
9,2.2,0.6326593894291099,0.3925438596491228,0.4430825440252574
9,2.3000000000000003,0.6778430235368035,0.3996710526315789,0.44753884759715945
9,2.4000000000000004,0.6782072368421053,0.42214912280701755,0.46946229147196883
9,2.5000000000000004,0.6368193055618149,0.45339912280701755,0.497649631843731
9,2.6,0.6257475388689823,0.43969298245614036,0.479737095789438
9,2.7,0.646934592761459,0.4369517543859649,0.4615593555197959
9,2.8000000000000003,0.7652498514266469,0.4418859649122807,0.4687079646776802
9,2.9000000000000004,0.7612213050589025,0.44298245614035087,0.468368824294303
9,3.0000000000000004,0.7507333395878287,0.45614035087719296,0.4814052907541977
9,3.1,0.7317277800460551,0.4468201754385965,0.45648774809555603
9,3.2,0.700846012797412,0.4407894736842105,0.4346841219708862
9,3.3000000000000003,0.646967029307172,0.44627192982456143,0.43027287018669996
9,3.4000000000000004,0.6081471448949407,0.42598684210526316,0.39662523329735494
9,3.5000000000000004,0.6041891106771893,0.42160087719298245,0.39087446232939305
9,3.6,0.5774404457807977,0.4166666666666667,0.3803742473272119
9,3.7,0.5385549675688254,0.4144736842105263,0.373507690791642
9,3.8000000000000003,0.5316389716771336,0.40625,0.3629140080503918
9,3.9000000000000004,0.5031421547206403,0.3475877192982456,0.31896202338726454
10,0.1,0.15789473684210525,0.08662280701754387,0.11016987251533347
10,0.2,0.21052631578947367,0.15844298245614036,0.1797925737911874
10,0.30000000000000004,0.21052631578947367,0.17269736842105263,0.18939151156579975
10,0.4,0.21052631578947367,0.18695175438596492,0.1973932551763185
10,0.5,0.21052631578947367,0.19078947368421054,0.1994987468671679
10,0.6,0.21052631578947367,0.1962719298245614,0.20245350217649385
10,0.7000000000000001,0.21052631578947367,0.1962719298245614,0.20245350217649385
10,0.8,0.21052631578947367,0.2012061403508772,0.20551199586835062
10,0.9,0.21052631578947367,0.20175438596491227,0.20583273677985622
10,1.0,0.21052631578947367,0.20175438596491227,0.20583273677985622
10,1.1,0.2631578947368421,0.20449561403508773,0.210360420309816
10,1.2000000000000002,0.42105263157894735,0.21162280701754385,0.22352432181058768
10,1.3000000000000003,0.4105263157894737,0.22807017543859648,0.2509607249199419
10,1.4000000000000001,0.44623520523797533,0.2362938596491228,0.26903454725241
10,1.5000000000000002,0.6050492083868206,0.2680921052631579,0.31143455313457563
10,1.6,0.6546881910659,0.27850877192982454,0.3264073503374436
10,1.7000000000000002,0.6538296668232008,0.3020833333333333,0.3539341691259526
10,1.8000000000000003,0.6573266226121768,0.33497807017543857,0.3923057025949179
10,1.9000000000000001,0.6572111777843843,0.34539473684210525,0.4019335844046144
10,2.0,0.642388098040119,0.3536184210526316,0.4107939064131437
10,2.1,0.6880112624035998,0.3618421052631579,0.4182011243814896
10,2.2,0.6857991461292382,0.37390350877192985,0.42925354184895664
10,2.3000000000000003,0.6239035087719298,0.3673245614035088,0.41656243514879515
10,2.4000000000000004,0.6773196359883666,0.3985745614035088,0.4464627791310286
10,2.5000000000000004,0.6416611420028675,0.4292763157894737,0.4787444582041149
10,2.6,0.6310002847912439,0.43585526315789475,0.47895651005281875
10,2.7,0.6369348401856142,0.43146929824561403,0.4629008515027104
10,2.8000000000000003,0.6596636118043789,0.43201754385964913,0.4555181461456174
10,2.9000000000000004,0.6560728349192003,0.4281798245614035,0.45178393047986426
10,3.0000000000000004,0.7077093304513407,0.43969298245614036,0.46313622821704303
10,3.1,0.7500370819568486,0.4336622807017544,0.44441772739716884
10,3.2,0.645445542832028,0.4237938596491228,0.41749776582590375
10,3.3000000000000003,0.5912824496494741,0.4331140350877193,0.4202997799500219
10,3.4000000000000004,0.6068669878703791,0.41885964912280704,0.3915021722148805
10,3.5000000000000004,0.602755740016495,0.4161184210526316,0.38849677572929164
10,3.6,0.5758758969378429,0.4095394736842105,0.37721106333079496
10,3.7,0.4845527745863692,0.40076754385964913,0.3588460167000122
10,3.8000000000000003,0.4787484535077466,0.3985745614035088,0.3519587935225628
10,3.9000000000000004,0.5558307961485718,0.34484649122807015,0.31658638275554735
